0.0 -17.0
0.1 -16.72
0.2 -16.44
0.3 -16.14
0.4 -15.8
0.5 -15.38
0.6 -14.84
0.7 -14.16
0.8 -13.32
0.9 -12.27
1.0 -11.0
1.1 -9.46
1.2 -7.64
1.3 -5.5
1.4 -3.0
1.5 -0.12
1.6 3.16
1.7 6.88
1.8 11.08
1.9 15.77
2.0 21.0
2.1 26.79
2.2 33.16
2.3 40.15
2.4 47.8
2.5 56.12
2.6 65.16
2.7 74.94
2.8 85.48
2.9 96.82
3.0 109.0
3.1 122.04
3.2 135.96
3.3 150.8
3.4 166.6
3.5 183.38
3.6 201.16
3.7 219.99
3.8 239.88
3.9 260.87
4.0 283.0
4.1 306.28
4.2 330.76
4.3 356.45
4.4 383.4
4.5 411.62
4.6 441.16
4.7 472.04
4.8 504.28
4.9 537.93
5.01 576.59
5.11 613.27
5.21 651.45
5.31 691.14
5.41 732.4
5.51 775.23
5.61 819.68
5.71 865.77
5.81 913.53
5.91 963.0
6.01 1014.2
6.11 1067.16
6.21 1121.92
6.31 1178.5
6.41 1236.93
6.51 1297.24
6.61 1359.47
6.71 1423.64
6.81 1489.78
6.91 1557.93
7.01 1628.11
7.11 1700.35
7.21 1774.69
7.31 1851.15
7.41 1929.76
7.51 2010.55
7.61 2093.56
7.71 2178.81
7.81 2266.34
7.91 2356.16
8.01 2448.32
8.11 2542.84
8.21 2639.76
8.31 2739.1
8.41 2840.89
8.51 2945.17
8.61 3051.95
8.71 3161.28
8.81 3273.19
8.91 3387.69
9.01 3504.83
9.11 3624.64
9.21 3747.13
9.31 3872.35
9.41 4000.32
9.51 4131.08
9.61 4264.64
9.71 4401.05
9.81 4540.34
9.91 4682.53
10.01 4827.64
10.11 4975.73
10.21 5126.8
10.31 5280.9
10.41 5438.05
10.51 5598.29
10.61 5761.64
10.71 5928.13
10.81 6097.79
10.91 6270.66
11.01 6446.76
11.11 6626.12
11.21 6808.77
11.31 6994.75
11.41 7184.08
11.51 7376.8
11.61 7572.93
11.71 7772.5
11.81 7975.54
11.91 8182.09
12.01 8392.17
12.11 8605.81
12.21 8823.05
12.31 9043.9
12.41 9268.42
12.51 9496.61
12.61 9728.52
12.71 9964.17
12.81 10203.59
12.91 10446.82
13.01 10693.88
13.11 10944.8
13.21 11199.62
13.31 11458.36
13.41 11721.05
13.51 11987.72
13.61 12258.41
13.71 12533.14
13.81 12811.94
13.91 13094.85
14.01 13381.89
14.11 13673.09
14.21 13968.49
14.31 14268.11
14.41 14571.98
14.51 14880.13
14.61 15192.6
14.71 15509.41
14.81 15830.6
14.91 16156.18
15.02 16519.45
15.12 16854.38
15.22 17193.81
15.32 17537.76
15.42 17886.27
15.52 18239.36
15.62 18597.07
15.72 18959.43
15.82 19326.46
15.92 19698.2
16.02 20074.68
16.12 20455.92
16.22 20841.95
16.32 21232.82
16.42 21628.53
16.52 22029.14
16.62 22434.66
16.72 22845.13
16.82 23260.57
16.92 23681.02
17.02 24106.5
17.12 24537.05
17.22 24972.7
17.32 25413.47
17.42 25859.4
17.52 26310.51
17.62 26766.84
17.72 27228.42
17.82 27695.27
17.92 28167.43
18.02 28644.93
18.12 29127.79
18.22 29616.04
18.32 30109.73
18.42 30608.87
18.52 31113.49
18.62 31623.63
18.72 32139.32
18.82 32660.58
18.92 33187.45
19.02 33719.95
19.12 34258.12
19.22 34801.99
19.32 35351.58
19.42 35906.93
19.52 36468.07
19.62 37035.02
19.72 37607.81
19.82 38186.49
19.92 38771.06
20.02 39361.58
20.12 39958.06
20.22 40560.54
20.32 41169.04
20.42 41783.6
20.52 42404.24
20.62 43031.0
20.72 43663.91
20.82 44302.99
20.92 44948.28
21.02 45599.81
21.12 46257.6
21.22 46921.68
21.32 47592.1
21.42 48268.86
21.52 48952.02
21.62 49641.59
21.72 50337.61
21.82 51040.1
21.92 51749.1
22.02 52464.63
22.12 53186.73
22.22 53915.43
22.32 54650.75
22.42 55392.73
22.52 56141.39
22.62 56896.77
22.72 57658.9
22.82 58427.8
22.92 59203.51
23.02 59986.06
23.12 60775.47
23.22 61571.77
23.32 62375.01
23.42 63185.2
23.52 64002.37
23.62 64826.56
23.72 65657.8
23.82 66496.11
23.92 67341.53
24.02 68194.08
24.12 69053.8
24.22 69920.72
24.32 70794.86
24.42 71676.26
24.52 72564.95
24.62 73460.95
24.72 74364.29
24.82 75275.02
24.92 76193.14
25.03 77211.68
25.13 78145.45
25.23 79086.73
25.33 80035.54
25.43 80991.91
25.53 81955.86
25.63 82927.43
25.73 83906.66
25.83 84893.56
25.93 85888.17
26.03 86890.52
26.13 87900.64
26.23 88918.56
26.33 89944.3
26.43 90977.91
26.53 92019.4
26.63 93068.82
26.73 94126.18
26.83 95191.52
26.93 96264.87
27.03 97346.26
27.13 98435.72
27.23 99533.28
27.33 100638.97
27.43 101752.81
27.53 102874.85
27.63 104005.1
27.73 105143.6
27.83 106290.39
27.93 107445.48
28.03 108608.91
28.13 109780.71
28.23 110960.9
28.33 112149.53
28.43 113346.62
28.53 114552.19
28.63 115766.28
28.73 116988.93
28.83 118220.15
28.93 119459.98
29.03 120708.45
29.13 121965.59
29.23 123231.43
29.33 124505.99
29.43 125789.32
29.53 127081.43
29.63 128382.37
29.73 129692.15
29.83 131010.81
29.93 132338.38
30.03 133674.89
30.13 135020.37
30.23 136374.85
30.33 137738.36
30.43 139110.92
30.53 140492.58
30.63 141883.35
30.73 143283.27
30.83 144692.38
30.93 146110.69
31.03 147538.24
31.13 148975.06
31.23 150421.17
31.33 151876.62
31.43 153341.43
31.53 154815.62
31.63 156299.23
31.73 157792.3
31.83 159294.84
31.93 160806.89
32.03 162328.48
32.13 163859.64
32.23 165400.4
32.33 166950.78
32.43 168510.83
32.53 170080.56
32.63 171660.02
32.73 173249.22
32.83 174848.2
32.93 176456.99
33.03 178075.62
33.13 179704.12
33.23 181342.52
33.33 182990.85
33.43 184649.13
33.53 186317.41
33.63 187995.7
33.73 189684.04
33.83 191382.47
33.93 193091.0
34.03 194809.67
34.13 196538.51
34.23 198277.54
34.33 200026.81
34.43 201786.34
34.53 203556.15
34.63 205336.29
34.73 207126.77
34.83 208927.63
34.93 210738.9
35.04 212743.36
35.14 214576.58
35.24 216420.31
35.34 218274.58
35.44 220139.4
35.54 222014.81
35.64 223900.85
35.74 225797.54
35.84 227704.91
35.94 229623.0
36.04 231551.82
36.14 233491.42
36.24 235441.82
