2 100 -5 17 2500
0.0 0.0 2.0
0.14 0.0 2.05
0.29 0.0 2.06
0.43 0.0 2.03
0.57 0.0 1.96
0.71 0.0 1.86
0.86 0.0 1.72
1.0 0.0 1.56
1.14 0.0 1.37
1.29 0.0 1.16
1.43 0.0 0.94
1.57 0.0 0.71
1.71 0.0 0.48
1.86 0.0 0.23
2.0 0.0 0.01
2.14 0.0 -0.2
2.29 0.0 -0.41
2.43 0.0 -0.58
2.57 0.0 -0.72
2.71 0.0 -0.84
2.86 0.0 -0.93
3.0 0.0 -0.98
3.14 0.0 -1.0
3.29 0.0 -0.98
3.43 0.0 -0.93
3.57 0.0 -0.84
3.71 0.0 -0.73
3.86 0.0 -0.57
4.0 0.0 -0.4
4.14 0.0 -0.21
4.29 0.0 0.02
4.43 0.0 0.24
4.57 0.0 0.47
4.71 0.0 0.7
4.86 0.0 0.95
5.0 0.0 1.17
5.14 0.0 1.37
5.29 0.0 1.57
5.43 0.0 1.73
5.57 0.0 1.86
5.71 0.0 1.96
5.86 0.0 2.03
6.0 0.0 2.06
6.14 0.0 2.05
6.29 0.0 2.0
6.43 0.0 1.91
6.57 0.0 1.78
6.71 0.0 1.61
6.86 0.0 1.39
7.0 0.0 1.16
0.0 0.14 2.0
0.14 0.14 2.05
0.29 0.14 2.06
0.43 0.14 2.03
0.57 0.14 1.96
0.71 0.14 1.86
0.86 0.14 1.72
1.0 0.14 1.56
1.14 0.14 1.37
1.29 0.14 1.16
1.43 0.14 0.94
1.57 0.14 0.71
1.71 0.14 0.48
1.86 0.14 0.23
2.0 0.14 0.01
2.14 0.14 -0.2
2.29 0.14 -0.41
2.43 0.14 -0.58
2.57 0.14 -0.72
2.71 0.14 -0.84
2.86 0.14 -0.93
3.0 0.14 -0.98
3.14 0.14 -1.0
3.29 0.14 -0.98
3.43 0.14 -0.93
3.57 0.14 -0.84
3.71 0.14 -0.73
3.86 0.14 -0.57
4.0 0.14 -0.4
4.14 0.14 -0.21
4.29 0.14 0.02
4.43 0.14 0.24
4.57 0.14 0.47
4.71 0.14 0.7
4.86 0.14 0.95
5.0 0.14 1.17
5.14 0.14 1.37
5.29 0.14 1.57
5.43 0.14 1.73
5.57 0.14 1.86
5.71 0.14 1.96
5.86 0.14 2.03
6.0 0.14 2.06
6.14 0.14 2.05
6.29 0.14 2.0
6.43 0.14 1.91
6.57 0.14 1.78
6.71 0.14 1.61
6.86 0.14 1.39
7.0 0.14 1.16
0.0 0.29 2.0
0.14 0.29 2.05
0.29 0.29 2.06
0.43 0.29 2.03
0.57 0.29 1.96
0.71 0.29 1.86
0.86 0.29 1.72
1.0 0.29 1.56
1.14 0.29 1.37
1.29 0.29 1.16
1.43 0.29 0.94
1.57 0.29 0.71
1.71 0.29 0.48
1.86 0.29 0.23
2.0 0.29 0.01
2.14 0.29 -0.2
2.29 0.29 -0.41
2.43 0.29 -0.58
2.57 0.29 -0.72
2.71 0.29 -0.84
2.86 0.29 -0.93
3.0 0.29 -0.98
3.14 0.29 -1.0
3.29 0.29 -0.98
3.43 0.29 -0.93
3.57 0.29 -0.84
3.71 0.29 -0.73
3.86 0.29 -0.57
4.0 0.29 -0.4
4.14 0.29 -0.21
4.29 0.29 0.02
4.43 0.29 0.24
4.57 0.29 0.47
4.71 0.29 0.7
4.86 0.29 0.95
5.0 0.29 1.17
5.14 0.29 1.37
5.29 0.29 1.57
5.43 0.29 1.73
5.57 0.29 1.86
5.71 0.29 1.96
5.86 0.29 2.03
6.0 0.29 2.06
6.14 0.29 2.05
6.29 0.29 2.0
6.43 0.29 1.91
6.57 0.29 1.78
6.71 0.29 1.61
6.86 0.29 1.39
7.0 0.29 1.16
0.0 0.43 2.0
0.14 0.43 2.05
0.29 0.43 2.06
0.43 0.43 2.03
0.57 0.43 1.96
0.71 0.43 1.86
0.86 0.43 1.72
1.0 0.43 1.56
1.14 0.43 1.37
1.29 0.43 1.16
1.43 0.43 0.94
1.57 0.43 0.71
1.71 0.43 0.48
1.86 0.43 0.23
2.0 0.43 0.01
2.14 0.43 -0.2
2.29 0.43 -0.41
2.43 0.43 -0.58
2.57 0.43 -0.72
2.71 0.43 -0.84
2.86 0.43 -0.93
3.0 0.43 -0.98
