2 100 -5 17 50
-10.0 -10.0 471.0
-9.59 -10.0 450.67
-9.18 -10.0 430.67
-8.78 -10.0 411.49
-8.37 -10.0 392.16
-7.96 -10.0 373.16
-7.55 -10.0 354.5
-7.14 -10.0 336.18
-6.73 -10.0 318.19
-6.33 -10.0 300.97
-5.92 -10.0 283.65
-5.51 -10.0 266.66
-5.1 -10.0 250.01
-4.69 -10.0 233.7
-4.29 -10.0 218.1
-3.88 -10.0 202.45
-3.47 -10.0 187.14
-3.06 -10.0 172.16
-2.65 -10.0 157.52
-2.24 -10.0 143.22
-1.84 -10.0 129.59
-1.43 -10.0 115.94
-1.02 -10.0 102.64
-0.61 -10.0 89.67
-0.2 -10.0 77.04
0.2 -10.0 65.04
0.61 -10.0 53.07
1.02 -10.0 41.44
1.43 -10.0 30.14
1.84 -10.0 19.19
2.24 -10.0 8.82
2.65 -10.0 -1.48
3.06 -10.0 -11.44
3.47 -10.0 -21.06
3.88 -10.0 -30.35
4.29 -10.0 -39.3
4.69 -10.0 -47.7
5.1 -10.0 -55.99
5.51 -10.0 -63.94
5.92 -10.0 -71.55
6.33 -10.0 -78.83
6.73 -10.0 -85.61
7.14 -10.0 -92.22
7.55 -10.0 -98.5
7.96 -10.0 -104.44
8.37 -10.0 -110.04
8.78 -10.0 -115.31
9.18 -10.0 -120.13
9.59 -10.0 -124.73
10.0 -10.0 -129.0
-10.0 -9.59 455.83
-9.59 -9.59 436.0
-9.18 -9.59 416.51
-8.78 -9.59 397.82
-8.37 -9.59 378.99
-7.96 -9.59 360.5
-7.55 -9.59 342.35
-7.14 -9.59 324.53
-6.73 -9.59 307.04
-6.33 -9.59 290.31
-5.92 -9.59 273.49
-5.51 -9.59 257.01
-5.1 -9.59 240.87
-4.69 -9.59 225.06
-4.29 -9.59 209.96
-3.88 -9.59 194.81
-3.47 -9.59 180.0
-3.06 -9.59 165.53
-2.65 -9.59 151.39
-2.24 -9.59 137.59
-1.84 -9.59 124.45
-1.43 -9.59 111.32
-1.02 -9.59 98.52
-0.61 -9.59 86.05
-0.2 -9.59 73.92
0.2 -9.59 62.42
0.61 -9.59 50.95
1.02 -9.59 39.82
1.43 -9.59 29.03
1.84 -9.59 18.58
2.24 -9.59 8.7
2.65 -9.59 -1.09
3.06 -9.59 -10.54
3.47 -9.59 -19.66
3.88 -9.59 -28.44
4.29 -9.59 -36.89
4.69 -9.59 -44.81
5.1 -9.59 -52.59
5.51 -9.59 -60.03
5.92 -9.59 -67.14
6.33 -9.59 -73.92
6.73 -9.59 -80.2
7.14 -9.59 -86.31
7.55 -9.59 -92.08
7.96 -9.59 -97.52
8.37 -9.59 -102.62
8.78 -9.59 -107.38
9.18 -9.59 -111.71
9.59 -9.59 -115.81
10.0 -9.59 -119.57
-10.0 -9.18 440.66
-9.59 -9.18 421.34
-9.18 -9.18 402.35
-8.78 -9.18 384.15
-8.37 -9.18 365.83
-7.96 -9.18 347.84
