2 100 -5 17 100
2 100 -5 17 100
2 100 -5 17 100
2 100 -5 17 100
2 100 -5 17 100
2 100 -5 17 100
2 100 -5 17 50
2 100 -5 17 50
2 100 -5 17 50
0.0 0.0 0.0
0.02 0.0 0.02
0.04 0.0 0.04
0.06 0.0 0.06
0.08 0.0 0.08
0.1 0.0 0.1
0.12 0.0 0.12
0.14 0.0 0.14
0.16 0.0 0.16
0.18 0.0 0.18
0.2 0.0 0.2
0.22 0.0 0.22
0.24 0.0 0.24
0.27 0.0 0.27
0.29 0.0 0.29
0.31 0.0 0.31
0.33 0.0 0.33
0.35 0.0 0.35
0.37 0.0 0.37
0.39 0.0 0.39
0.41 0.0 0.41
0.43 0.0 0.43
0.45 0.0 0.45
0.47 0.0 0.47
0.49 0.0 0.49
0.51 0.0 0.51
0.53 0.0 0.53
0.55 0.0 0.55
0.57 0.0 0.57
0.59 0.0 0.59
0.61 0.0 0.61
0.63 0.0 0.63
0.65 0.0 0.65
0.67 0.0 0.67
0.69 0.0 0.69
0.71 0.0 0.71
0.73 0.0 0.73
0.76 0.0 0.76
0.78 0.0 0.78
0.8 0.0 0.8
0.82 0.0 0.82
0.84 0.0 0.84
0.86 0.0 0.86
0.88 0.0 0.88
0.9 0.0 0.9
0.92 0.0 0.92
0.94 0.0 0.94
0.96 0.0 0.96
0.98 0.0 0.98
1.0 0.0 1.0
0.0 0.02 0.04
0.02 0.02 0.06
0.04 0.02 0.08
0.06 0.02 0.1
0.08 0.02 0.12
0.1 0.02 0.14
0.12 0.02 0.16
0.14 0.02 0.18
0.16 0.02 0.2
0.18 0.02 0.22
0.2 0.02 0.24
0.22 0.02 0.26
0.24 0.02 0.28
0.27 0.02 0.31
0.29 0.02 0.33
0.31 0.02 0.35
0.33 0.02 0.37
0.35 0.02 0.39
0.37 0.02 0.41
0.39 0.02 0.43
0.41 0.02 0.45
0.43 0.02 0.47
0.45 0.02 0.49
0.47 0.02 0.51
0.49 0.02 0.53
0.51 0.02 0.55
0.53 0.02 0.57
0.55 0.02 0.59
0.57 0.02 0.61
0.59 0.02 0.63
0.61 0.02 0.65
0.63 0.02 0.67
0.65 0.02 0.69
0.67 0.02 0.71
0.69 0.02 0.73
0.71 0.02 0.75
0.73 0.02 0.77
0.76 0.02 0.8
0.78 0.02 0.82
0.8 0.02 0.84
0.82 0.02 0.86
0.84 0.02 0.88
0.86 0.02 0.9
0.88 0.02 0.92
0.9 0.02 0.94
0.92 0.02 0.96
0.94 0.02 0.98
0.96 0.02 1.0
0.98 0.02 1.02
1.0 0.02 1.04
0.0 0.04 0.08
0.02 0.04 0.1
0.04 0.04 0.12
0.06 0.04 0.14
0.08 0.04 0.16
0.1 0.04 0.18
0.12 0.04 0.2
0.14 0.04 0.22
0.16 0.04 0.24
0.18 0.04 0.26
0.2 0.04 0.28
0.22 0.04 0.3
0.24 0.04 0.32
0.27 0.04 0.35
0.29 0.04 0.37
0.31 0.04 0.39
0.33 0.04 0.41
0.35 0.04 0.43
0.37 0.04 0.45
0.39 0.04 0.47
0.41 0.04 0.49
0.43 0.04 0.51
0.45 0.04 0.53
0.47 0.04 0.55
0.49 0.04 0.57
0.51 0.04 0.59
0.53 0.04 0.61
0.55 0.04 0.63
0.57 0.04 0.65
0.59 0.04 0.67
0.61 0.04 0.69
0.63 0.04 0.71
0.65 0.04 0.73
0.67 0.04 0.75
0.69 0.04 0.77
0.71 0.04 0.79
0.73 0.04 0.81
0.76 0.04 0.84
0.78 0.04 0.86
0.8 0.04 0.88
0.82 0.04 0.9
0.84 0.04 0.92
0.86 0.04 0.94
0.88 0.04 0.96
0.9 0.04 0.98
0.92 0.04 1.0
0.94 0.04 1.02
0.96 0.04 1.04
0.98 0.04 1.06
1.0 0.04 1.08
0.0 0.06 0.12
0.02 0.06 0.14
0.04 0.06 0.16
0.06 0.06 0.18
0.08 0.06 0.2
0.1 0.06 0.22
0.12 0.06 0.24
0.14 0.06 0.26
0.16 0.06 0.28
0.18 0.06 0.3
0.2 0.06 0.32
0.22 0.06 0.34
0.24 0.06 0.36
0.27 0.06 0.39
0.29 0.06 0.41
0.31 0.06 0.43
0.33 0.06 0.45
0.35 0.06 0.47
0.37 0.06 0.49
0.39 0.06 0.51
0.41 0.06 0.53
0.43 0.06 0.55
0.45 0.06 0.57
0.47 0.06 0.59
0.49 0.06 0.61
0.51 0.06 0.63
0.53 0.06 0.65
0.55 0.06 0.67
0.57 0.06 0.69
0.59 0.06 0.71
0.61 0.06 0.73
0.63 0.06 0.75
0.65 0.06 0.77
0.67 0.06 0.79
0.69 0.06 0.81
0.71 0.06 0.83
0.73 0.06 0.85
0.76 0.06 0.88
0.78 0.06 0.9
0.8 0.06 0.92
0.82 0.06 0.94
0.84 0.06 0.96
0.86 0.06 0.98
0.88 0.06 1.0
0.9 0.06 1.02
0.92 0.06 1.04
0.94 0.06 1.06
0.96 0.06 1.08
0.98 0.06 1.1
1.0 0.06 1.12
0.0 0.08 0.16
0.02 0.08 0.18
0.04 0.08 0.2
0.06 0.08 0.22
0.08 0.08 0.24
0.1 0.08 0.26
0.12 0.08 0.28
0.14 0.08 0.3
0.16 0.08 0.32
0.18 0.08 0.34
0.2 0.08 0.36
0.22 0.08 0.38
0.24 0.08 0.4
0.27 0.08 0.43
0.29 0.08 0.45
0.31 0.08 0.47
0.33 0.08 0.49
0.35 0.08 0.51
0.37 0.08 0.53
0.39 0.08 0.55
0.41 0.08 0.57
0.43 0.08 0.59
0.45 0.08 0.61
0.47 0.08 0.63
0.49 0.08 0.65
0.51 0.08 0.67
0.53 0.08 0.69
0.55 0.08 0.71
0.57 0.08 0.73
0.59 0.08 0.75
0.61 0.08 0.77
0.63 0.08 0.79
0.65 0.08 0.81
0.67 0.08 0.83
0.69 0.08 0.85
0.71 0.08 0.87
0.73 0.08 0.89
0.76 0.08 0.92
0.78 0.08 0.94
0.8 0.08 0.96
0.82 0.08 0.98
0.84 0.08 1.0
0.86 0.08 1.02
0.88 0.08 1.04
0.9 0.08 1.06
0.92 0.08 1.08
0.94 0.08 1.1
0.96 0.08 1.12
0.98 0.08 1.14
1.0 0.08 1.16
0.0 0.1 0.2
0.02 0.1 0.22
0.04 0.1 0.24
0.06 0.1 0.26
0.08 0.1 0.28
0.1 0.1 0.3
0.12 0.1 0.32
0.14 0.1 0.34
0.16 0.1 0.36
0.18 0.1 0.38
0.2 0.1 0.4
0.22 0.1 0.42
0.24 0.1 0.44
0.27 0.1 0.47
0.29 0.1 0.49
0.31 0.1 0.51
0.33 0.1 0.53
0.35 0.1 0.55
0.37 0.1 0.57
0.39 0.1 0.59
0.41 0.1 0.61
0.43 0.1 0.63
0.45 0.1 0.65
0.47 0.1 0.67
0.49 0.1 0.69
0.51 0.1 0.71
0.53 0.1 0.73
0.55 0.1 0.75
0.57 0.1 0.77
0.59 0.1 0.79
0.61 0.1 0.81
0.63 0.1 0.83
0.65 0.1 0.85
0.67 0.1 0.87
0.69 0.1 0.89
0.71 0.1 0.91
0.73 0.1 0.93
0.76 0.1 0.96
0.78 0.1 0.98
0.8 0.1 1.0
0.82 0.1 1.02
0.84 0.1 1.04
0.86 0.1 1.06
0.88 0.1 1.08
0.9 0.1 1.1
0.92 0.1 1.12
0.94 0.1 1.14
0.96 0.1 1.16
0.98 0.1 1.18
1.0 0.1 1.2
0.0 0.12 0.24
0.02 0.12 0.26
0.04 0.12 0.28
0.06 0.12 0.3
0.08 0.12 0.32
0.1 0.12 0.34
0.12 0.12 0.36
0.14 0.12 0.38
0.16 0.12 0.4
0.18 0.12 0.42
0.2 0.12 0.44
