,avg_fitness,best_fitness,avg_size,best_individual
0,2101800397.5837843,1781230236.5038774,6.99858,((3.3158791580338587+(Y/2.1778663948743286))*X) 
1,2061773029.455928,1781230236.5038774,7.48484,((3.3158791580338587+(Y/2.1778663948743286))*X) 
2,2089753383.4149566,1781230236.5038774,9.64198,((3.3158791580338587+(Y/2.1778663948743286))*X) 
3,2435731201.9989266,868520762.4722259,13.1466,((2.4824564616087175+X)*(Y*2.978374276635745)) 
4,8662391387.121923,868520762.4722259,17.1283,((2.4824564616087175+X)*(Y*2.978374276635745)) 
5,26558228542.646305,868520762.4722259,20.92792,((2.4824564616087175+X)*(Y*2.978374276635745)) 
6,62458083159.4198,868520762.4722259,24.49586,((2.4824564616087175+X)*(Y*2.978374276635745)) 
7,2119325744698.6572,867644378.0517896,28.1513,(((11.06648272767369-11.497461524721754)+X)*(Y*2.978374276635745)) 
8,164973740075.77606,867644378.0517896,30.43036,(((11.06648272767369-11.497461524721754)+X)*(Y*2.978374276635745)) 
9,67935877503896.56,241971022.55479476,31.42124,((((Y*((((((13.97840867516225*(12.741917964186147/(5.211944916413792*8.693305203815747)))*X)+-2.84090652161935)+(13.600951286045508*12.671085910836943))+(0.7020295459593422+6.038751452792683))/2.2492111488198496))/2.792951325882804)/sin((14.740047170623967+sin(2.2492111488198496))))+(X*(X+2.4824564616087175))) 
10,638444979432310.1,15023611.27349622,32.3669,((((11.06648272767369-11.497461524721754)+X)*(Y*2.978374276635745))+(X*(X+sin(8.94805966709535)))) 
11,1037878303371.6661,15023611.27349622,34.23234,((((11.06648272767369-11.497461524721754)+X)*(Y*2.978374276635745))+(X*(X+sin(8.94805966709535)))) 
12,1200804028102262.5,15023611.27349622,36.93764,((((11.06648272767369-11.497461524721754)+X)*(Y*2.978374276635745))+(X*(X+sin(8.94805966709535)))) 
13,3.8378742260916104e+16,8928570.040000007,38.83534,(((Y+Y)*X)+(X*(X+Y))) 
14,3.813336995482363e+16,7665815.139999998,40.99698,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(11.131563986097273)+X)))) 
15,1.4455579547221806e+16,7665815.139999998,45.22594,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(11.131563986097273)+X)))) 
16,5.3567929569937856e+17,7665815.139999998,50.1636,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(11.131563986097273)+X)))) 
17,8.642140798293927e+24,7665815.139999998,52.53076,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(11.131563986097273)+X)))) 
18,5.992843647120855e+18,7665815.139999998,56.2742,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(11.131563986097273)+X)))) 
19,6.245661049919208e+17,6547773.167363329,66.52662,((((X+(Y*2.978374276635745))/(((((12.231228896325774+9.821778228736123)+0.3179282875965317)/(11.497461524721754*13.600951286045508))/8.945320782036669)/(-3.324527780249313--2.3790028846709097)))/(5.211944916413792*5.556014004201387))+(X*((Y*((15.264279622320146+(0.7020295459593422+6.038751452792683))/(4.6413618477836565--2.67043222348963)))+X))) 
20,5.1536693732898334e+20,3243863.6368896267,82.8906,(((X*(X+Y))+8.504312028927748)+(Y*(X+(-4.4568105331282375+X)))) 
21,1.261538106040068e+24,3243863.6368896267,99.35104,(((X*(X+Y))+8.504312028927748)+(Y*(X+(-4.4568105331282375+X)))) 
22,1.3193831649895142e+21,650736.1229178424,112.59088,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(sin(sin(((7.848341623151105-sin(((X*(15.072440737099111+(5.88119542471448*2.978374276635745)))*(-3.5575372420561027*(11.202360451396437-((((4.22000016301835-2.1778663948743286)/((Y*(((2.2492111488198496*(11.296731019210853-(11.72470572079824*(-3.324527780249313+cos(11.497461524721754)))))+12.741917964186147)+cos(11.250274982247092)))-cos(0.1978746709559296)))/7.848341623151105)+-0.9429709425501551))))))/(11.27577705236676*3.548478917813023)))))+(((((((4.245104275988421+-2.67043222348963)-(6.038751452792683-15.264279622320146))+(7.848341623151105/3.4718733284145067))*sin(6.8047605029329645))+X)-cos(8.693305203815747))-13.955392391271666))))) 
23,7.245684242268358e+19,650736.1229178424,129.16918,(((X*(X+Y))+15.272808193303238)+(Y*(X+(sin(sin(sin(((7.848341623151105-sin(((X*(15.072440737099111+(5.88119542471448*2.978374276635745)))*(-3.5575372420561027*(11.202360451396437-((((4.22000016301835-2.1778663948743286)/((Y*(((2.2492111488198496*(11.296731019210853-(11.72470572079824*(-3.324527780249313+cos(11.497461524721754)))))+12.741917964186147)+cos(11.250274982247092)))-cos(0.1978746709559296)))/7.848341623151105)+-0.9429709425501551))))))/(11.27577705236676*3.548478917813023)))))+(((((((4.245104275988421+-2.67043222348963)-(6.038751452792683-15.264279622320146))+(7.848341623151105/3.4718733284145067))*sin(6.8047605029329645))+X)-cos(8.693305203815747))-13.955392391271666))))) 
24,9.444346949342723e+24,78227.1154058328,156.61688,(((X*(X+Y))+15.272808193303238)+(Y*(X+((4.01339449851471-10.955440260273388)+X)))) 
25,1.937335386771618e+19,78227.1154058328,183.68182,(((X*(X+Y))+15.272808193303238)+(Y*(X+((4.01339449851471-10.955440260273388)+X)))) 
26,1.3332722460987047e+26,78227.1154058328,201.2419,(((X*(X+Y))+15.272808193303238)+(Y*(X+((4.01339449851471-10.955440260273388)+X)))) 
27,2.3876818619227247e+19,78227.1154058328,218.86106,(((X*(X+Y))+15.272808193303238)+(Y*(X+((4.01339449851471-10.955440260273388)+X)))) 
28,4.708395177762266e+25,46927.64051975864,242.71844,(((X*(X+Y))+8.504312028927748)+(Y*(X+(sin(7.695776899156337)+(sin(sin(sin(((7.848341623151105-sin(((X*(15.82126341159978+(5.88119542471448*2.978374276635745)))*(-3.5575372420561027*(11.202360451396437-((((4.22000016301835-8.94805966709535)/((Y*(((X*(11.296731019210853-(11.72470572079824*(-3.324527780249313+cos(11.497461524721754)))))+12.741917964186147)+cos(11.250274982247092)))-cos(0.1978746709559296)))/7.848341623151105)+-0.9429709425501551))))))/(11.27577705236676*3.548478917813023)))))+(((((((4.245104275988421+-2.67043222348963)-(6.038751452792683-15.264279622320146))+(7.848341623151105/((((0.7020295459593422/sin((((((0.7020295459593422+(-2.1234680603581157+6.038751452792683))/(4.6413618477836565--2.67043222348963))*8.781269218508852)*5.556014004201387)*(((6.8047605029329645-11.250274982247092)/8.94805966709535)+(11.202360451396437*(8.693305203815747+6.6059570023848515))))))/((-3.324527780249313/-0.6239629861760934)/((((4.942527883706651/4.6413618477836565)-0.7020295459593422)*((7.583616973327535-(3.4718733284145067*2.792951325882804))+0.7153898095413327))+13.955392391271666)))+7.848341623151105)-11.497461524721754)))*sin(6.8047605029329645))+X)-cos(8.693305203815747))-13.955392391271666)))))) 
29,9.274948997807017e+30,30765.042655744044,255.39164,(((X*(X+Y))+8.504312028927748)+(Y*(X+(sin((0.7020295459593422*(((((5.556014004201387+(14.740047170623967/3.4718733284145067))*sin(6.8047605029329645))+12.231228896325774)-(0.7020295459593422+(-2.1234680603581157*(10.955440260273388*4.22000016301835))))-13.955392391271666)))+(X+(2.978374276635745-(11.296731019210853-(((7.695776899156337*(11.72470572079824/2.1778663948743286))/((11.962746053046029*5.88119542471448)*15.272808193303238))*7.695776899156337)))))))) 
